,tag_id,count,tag_name
1092,30483,3,tintin
1093,18615,3,lotr
1094,31382,3,twins
1095,16458,3,joe-hill
1096,15285,3,illustrated
1097,18913,3,magical
1098,2345,3,amish
1099,30667,3,to-read-fantasy
1100,29388,3,teaching
1101,24493,3,psych
1102,5838,3,brown
1103,2210,3,amanda-hocking
1104,10740,3,epic-poetry
1105,7438,3,classical
1106,18517,3,lois-lowry
1107,13643,3,greece
1108,8292,3,cormac-mccarthy
1109,23114,3,patterson-james
1110,2435,3,ancient-history
1111,14106,3,hawaii
1112,13787,3,guild-hunter
1113,25879,3,richard-castle
1114,6386,3,castle
1115,29418,3,tech
1116,9538,3,disability
1117,33385,3,أحمد-خالد-توفيق
1118,27766,3,signed
1119,22040,3,novels-in-verse
1120,21993,3,novel-in-verse
1121,31324,3,turkey
1122,19682,3,meditation
1123,28964,3,summer-reading
1124,33125,3,young-adult-lit
1125,25709,3,religión
1126,16338,3,jennifer-weiner
1127,8937,3,dark-erotica
1128,4200,3,behavioral-economics
1129,18762,3,lux
1130,10108,3,e-l-james
1131,31824,3,veronica-roth
1132,10615,3,enemies-to-lovers
1133,2113,3,allegory
1134,2657,3,anne-of-green-gables
1135,25020,3,read-alouds
1136,28215,3,southern-fiction
1137,27387,3,sexuality
1138,24099,3,poverty
1139,22597,3,outdoors
1140,19433,3,matched
1141,16850,3,kami-garcia
1142,2127,3,ally-condie
1143,28184,3,south-africa
1144,30198,3,the-wolves-of-mercy-falls
1145,16674,3,jrr-tolkien
1146,34213,3,يوسف-زيدان
1147,29550,3,terror
1148,26028,3,robert-ludlum
1149,14323,3,hex-hall
1150,350,3,16th-century
1151,7016,3,chinese
1152,9519,3,dinosaurs
1153,7094,3,christian-books
1154,15824,3,iron-fey
1155,6740,3,chicagoland-vampires
1156,747,3,2014-read
1157,29873,3,the-iron-fey
1158,8513,3,crichton
1159,21565,3,night-world
1160,2323,3,american-revolution
1161,28848,3,student-teacher
1162,8967,3,darkest-powers
1163,414,3,1920s
1164,18987,3,malcolm-gladwell
1165,16858,3,kane-chronicles
1166,29867,3,the-infernal-devices
1167,809,3,2016-challenge
1168,14408,3,hilarious
1169,8295,3,cornelia-funke
1170,26526,3,samantha-young
1171,9252,3,delirium
1172,14988,3,hugo-award
1173,3704,3,ayn-rand
1174,20241,3,mm
1175,18805,3,m-m-romance
1176,24943,3,ray-bradbury
1177,28269,3,spanish-literature
1178,8728,3,cussler
1179,16702,3,jules-verne
1180,15550,3,infernal-devices
1181,18284,3,listened-to
1182,21570,3,nightshade
1183,12281,3,football
1184,28189,3,south-america
1185,6190,3,canadian-literature
1186,17640,3,latin-american
1187,26163,3,romance-paranormal
1188,8594,3,crossfire
1189,7879,3,communication
1190,19262,3,marissa-meyer
1191,9180,3,deborah-harkness
1192,29384,3,teacher-student
1193,29095,3,suzanne-collins
1194,14435,3,his-dark-materials
1195,23442,3,philip-pullman
1196,29858,3,the-hunger-games
1197,20082,3,millennium
1198,26679,3,scandinavia
1199,28717,3,stieg-larsson
1200,15505,3,indonesia
1201,8344,3,could-not-finish
1202,27368,3,sex
1203,8020,3,conspiracy
1204,26943,3,scott-westerfeld
1205,6131,3,california
1206,24639,3,pulitzer-winners
1207,5153,3,books-for-school
1208,420,3,1930s
1209,30315,3,thomas-harris
1210,31501,3,unearthly
1211,4514,3,bildungsroman
1212,11107,3,fablehaven
1213,6636,3,charley-davidson
1214,34173,3,نجيب-محفوظ
1215,10425,3,elin-hilderbrand
1216,27847,3,sisters
1217,21420,2,new-orleans
1218,27391,2,sexy
1219,1143,2,50-shades
1220,4634,2,bios
1221,33095,2,yoga
1222,19246,2,marie-lu
1223,17865,2,legend
1224,9367,2,deutsch
1225,27934,2,slow-burn
1226,28594,2,startup
1227,28596,2,startups
1228,2088,2,all-souls-trilogy
1229,22282,2,olivia-cunning
1230,19775,2,menage
1231,896,2,2017-release
1232,16414,2,jill-shalvis
1233,30095,2,the-selection-series
1234,11865,2,fifty-shades
1235,17234,2,kindle-first
1236,11866,2,fifty-shades-of-grey
1237,10084,2,dystopìa
1238,33860,2,شعر
1239,32676,2,wolves
1240,34134,2,مصطفى-محمود
1241,15281,2,illness
1242,16337,2,jennifer-probst
1243,19852,2,metropop
1244,2373,2,amulet
1245,31790,2,vegan
1246,24833,2,rachel-vincent
1247,16479,2,johanna-lindsey
1248,27975,2,smut
1249,9611,2,diversity
1250,8595,2,crossfire-series
1251,2828,2,arabic
1252,28953,2,summer-2016
1253,31576,2,unreliable-narrator
1254,13078,2,georgette-heyer
1255,29009,2,superhéroes
1256,21440,2,new-zealand
1257,15967,2,j-kenner
1258,23037,2,part-of-a-series
1259,15221,2,iceland
1260,1790,2,afterlife
1261,24517,2,psychological
1262,8116,2,cook-books
1263,22219,2,office-romance
1264,33946,2,غسان-كنفاني
1265,16909,2,kate-morton
1266,8084,2,contemporary-ya
1267,33751,2,رضوى-عاشور
1268,8740,2,cute
1269,7266,2,chronicles-of-nick
1270,24795,2,r-l-mathewson
1271,9286,2,denmark
1272,30281,2,thieves
1273,31825,2,verse
1274,12868,2,gave-up
1275,9769,2,dork-diaries
1276,780,2,2015-read
1277,7341,2,civil-rights
1278,7279,2,church
1279,31701,2,vaginal-fantasy
1280,28951,2,summer-2014
1281,12886,2,gayle-forman
1282,15252,2,if-i-stay
1283,9604,2,divergent-series
1284,9385,2,devotional
1285,1599,2,addiction
1286,20477,2,mortal-instruments-series
1287,26065,2,robyn-carr
1288,23103,2,patrick-rothfuss
1289,21126,2,naruto
1290,2186,2,alternative-history
1291,24907,2,ransom-riggs
1292,8507,2,creepy
1293,5510,2,bought
1294,12135,2,fluff
1295,32811,2,world-war-i
1296,9708,2,dominican-republic
1297,7154,2,christian-non-fiction
1298,9845,2,dracula
1299,5328,2,books-on-writing
1300,32870,2,writing-books
1301,19343,2,martial-arts
1302,32724,2,women-writers
1303,7472,2,classics-read
1304,14405,2,hiking
1305,2142,2,alphabet
1306,26717,2,scary
1307,3219,2,asian-american
1308,7884,2,communism
1309,1960,2,alcoholism
1310,26379,2,russian-classics
1311,2023,2,alexandre-dumas
1312,5509,2,botswana
1313,19860,2,mexico
1314,10592,2,end-of-the-world
1315,31430,2,uk
1316,22733,2,own-to-read
1317,32905,2,ww1
1318,32732,2,womens-murder-club
1319,16695,2,judy-blume
1320,21466,2,newbery-honor
1321,21079,2,nancy-drew
1322,24187,2,pregnancy
1323,27506,2,shel-silverstein
1324,23816,2,poems
1325,12423,2,foundation
1326,23923,2,political-science
1327,16240,2,jasper-fforde
1328,21892,2,nostalgia
1329,6843,2,childhood-memories
1330,6973,2,childrens-fiction
1331,20785,2,my-childhood
1332,1654,2,adult-fantasy
1333,14983,2,hugo
1334,31830,2,vertigo
1335,20539,2,mountaineering
1336,20405,2,monsters
1337,16838,2,kafka
1338,13450,2,gothic-horror
1339,23871,2,poirot
1340,31940,2,virginia-woolf
1341,26010,2,robert-crais
1342,13693,2,gregory-maguire
1343,5807,2,bronte
1344,1761,2,african-american-lit
1345,22897,2,palahniuk
1346,617,2,2006
1347,8759,2,cycling
1348,12923,2,gender
1349,10813,2,ernest-hemingway
1350,12575,2,french-revolution
1351,1938,2,alaska
1352,16680,2,judaism
1353,10743,2,epics
1354,2429,2,ancient-greece
1355,24207,2,prehistoric
1356,11949,2,financial
1357,15624,2,inspiration
1358,18243,2,linguistics
1359,23465,2,philosophical
1360,31678,2,ux
1361,33244,2,zen
1362,23970,2,pop-culture
1363,10862,2,español
1364,7686,2,colombia
1365,14764,2,home-library
1366,11396,2,fantasía
1367,30755,2,to-read-non-fiction
1368,615,2,2005
1369,13825,2,h-g-wells
1370,24009,2,portugal
1371,15604,2,innovation
1372,24840,2,racism
1373,13068,2,george-orwell
1374,7565,2,clásicos
1375,7451,2,classici
1376,22537,2,oscar-wilde
1377,11780,2,fiction-historical
1378,7693,2,colonialism
1379,23343,2,personal-growth
1380,254,2,1001-books-you-must-read-before-you
1381,15125,2,húmor
1382,7944,2,computer-science
1383,8327,2,cosmology
1384,30339,2,thought-provoking
1385,3677,2,award-winners
1386,24420,2,programming
1387,12255,2,foodie
1388,6969,2,childrens-classics
1389,6905,2,children-s-classics
1390,19285,2,mark-twain
1391,4755,2,bleach
1392,21344,2,netherlands
1393,13992,2,harper-lee
1394,16328,2,jennifer-crusie
1395,5506,2,botm
1396,9432,2,diary
1397,17276,2,king-arthur
1398,11128,2,faerie
1399,3616,2,autobiography-memoir
1400,26050,2,robin-cook
1401,4600,2,biographies-memoirs
1402,25169,2,read-in-french
1403,28248,2,space-opéra
1404,24822,2,rachel-gibson
1405,21459,2,newbery-award
1406,4587,2,biographical
1407,10193,2,eating-disorders
1408,3142,2,arthurian-legend
1409,16682,2,jude-deveraux
1410,4611,2,biography-autobiography
1411,4568,2,bio-memoir
1412,19335,2,mars
1413,7327,2,circus
1414,3608,2,autobiographies
1415,10031,2,dutch
1416,29146,2,sword-and-laser
1417,22894,2,pakistan
1418,12503,2,français
1419,12840,2,garth-nix
1420,71,1,00-in-class
1421,1854,1,agriculture
1422,29089,1,sustainability
1423,31093,1,traditional-literature
1424,33312,1,áfrica
1425,31657,1,usability
1426,32269,1,web
1427,29165,1,sylvain-reynard
1428,12979,1,genetics
1429,30090,1,the-secret
1430,3676,1,award-winner
1431,33116,1,young-adult-books
1432,31944,1,virtual-reality
1433,12819,1,gaming
1434,31876,1,video-games
1435,14520,1,historical-non-fiction
1436,6786,1,child-abuse
1437,11867,1,fifty-shades-series
1438,33307,1,Évolution
1439,21355,1,neurology
1440,32739,1,wonder
1441,29553,1,terrorism
1442,16040,1,jacquelyn-frank
1443,33046,1,ya-sci-fi
1444,7313,1,cinderella
1445,4044,1,bd
1446,32186,1,warrior-cats
1447,3133,1,arthur-c-clarke
1448,31325,1,turkish
1449,24012,1,portuguese
1450,21436,1,new-weird
1451,13199,1,gillian-flynn
1452,28693,1,steve-jobs
1453,2798,1,apple
1454,21825,1,nope
1455,9949,1,dropped
1456,134,1,1
1457,4542,1,billionaire
1458,14894,1,hot
1459,694,1,2012-read
1460,9738,1,done
1461,1144,1,50-shades-of-grey
1462,19325,1,marriage-of-convenience
1463,2359,1,amnesia
1464,26421,1,rússia
1465,8406,1,covenant
1466,442,1,1950s
1467,31242,1,trolls
1468,14461,1,historic-fiction
1469,15957,1,j-d-salinger
1470,30756,1,to-read-nonfiction
1471,17567,1,laini-taylor
1472,10483,1,eloisa-james
1473,21001,1,mystery-thriller-suspense
1474,24519,1,psychological-mystery
1475,10054,1,dysfunctional-family
1476,13353,1,gone-girl
1477,29936,1,the-lying-game
1478,31668,1,utopia-dystopia
1479,15676,1,interactive
1480,1963,1,aldous-huxley
1481,11425,1,fashion
1482,22456,1,oprah-s-book-club
1483,2608,1,anita-shreve
1484,15989,1,jaci-burton
1485,6249,1,captivity
1486,6808,1,child-narrator
1487,1444,1,abduction
1488,1943,1,albert-camus
1489,14196,1,heaven
1490,2030,1,algeria
1491,12123,1,florida
1492,23699,1,plague
1493,8369,1,counting
1494,10782,1,eric-carle
1495,30203,1,thea-harrison
1496,18630,1,louisa-may-alcott
1497,18606,1,lost-generation
1498,31885,1,vietnam-war
1499,29425,1,technical
1500,28064,1,software
1501,28068,1,software-development
1502,2697,1,anthony-horowitz
1503,19749,1,memoirs-biographies
1504,28005,1,soccer
1505,6140,1,cambodia
1506,13141,1,ghost
1507,34251,1,ｆａｖｏｕｒｉｔｅｓ
1508,20243,1,mm-romance
1509,6514,1,censorship
1510,13619,1,great-depression
1511,27412,1,sff
1512,1248,1,9-11
1513,11097,1,f-scott-fitzgerald
1514,16944,1,katie-macalister
1515,21274,1,need-to-buy
1516,20520,1,motivational
1517,6162,1,camus
1518,19980,1,middle-grades
1519,28046,1,society
1520,13287,1,globalization
1521,3135,1,arthur-conan-doyle
1522,32302,1,weird
1523,24310,1,princess
1524,10491,1,elves
1525,813,1,2016-favorites
1526,9435,1,diary-ng-panget
1527,11372,1,fantasy-science-fiction
1528,16950,1,katy-evans
1529,29925,1,the-lord-of-the-rings
1530,11314,1,fantasy-and-sci-fi
1531,3104,1,art-theft
1532,3251,1,aspergers
1533,22292,1,olympics
1534,14046,1,hatchet
1535,20711,1,musicians
1536,16370,1,jessica-sorensen
1537,7992,1,connelly
1538,17645,1,latin-american-literature
1539,29612,1,the-5th-wave
1540,11948,1,finances
1541,24410,1,professional-development
1542,6262,1,career
1543,12767,1,gabriel-garcia-marquez
1544,752,1,2014-release
1545,19359,1,marvel-comics
1546,18520,1,lol
1547,2038,1,alice-clayton
1548,8421,1,cowboys
1549,26094,1,rockers
1550,16151,1,jan-karon
1551,18168,1,lifestyle
1552,13137,1,ghana
1553,28545,1,star-wars-canon
1554,12465,1,francine-rivers
1555,14951,1,hp
1556,609,1,2003
1557,26295,1,rowling
1558,767,1,2015-books-read
1559,1684,1,adultery
1560,18051,1,library-book
1561,770,1,2015-challenge
1562,23144,1,paula-hawkins
1563,20130,1,minimalism
1564,22494,1,organization
1565,17503,1,kylie-scott
1566,14927,1,how-to
1567,14752,1,home
1568,18024,1,liane-moriarty
1569,25235,1,read-multiple-times
1570,711,1,2013-books
1571,9545,1,disappointing
1572,12663,1,fun
1573,33675,1,حبيبتي-بكماء
1574,10526,1,emma-chase
1575,11287,1,fantascienza
1576,4765,1,blindness
1577,14423,1,hinduism
1578,13207,1,gilmore-girls
1579,17918,1,leo-tolstoy
1580,30919,1,tolstoy
1581,10539,1,emotional
1582,25830,1,revolutionary-war
1583,31647,1,us-history
1584,3336,1,attack-on-titan
1585,10256,1,economy
1586,17118,1,kidnapped
1587,3911,1,barcelona
1588,6288,1,carlos-ruiz-zafon
1589,22858,1,pacific-crest-trail
1590,2046,1,alice-sebold
1591,21428,1,new-species
1592,17686,1,laurann-dohner
1593,15138,1,i-cried
1594,29402,1,tear-jerkers
1595,6804,1,child-lee
1596,5963,1,business-books
1597,29787,1,the-fault-in-our-stars
1598,19245,1,marie-force
1599,4235,1,bella-andre
1600,23632,1,piers-anthony
1601,14776,1,homer
1602,2538,1,angst
1603,18682,1,loved-it
1604,2732,1,antiquity
1605,13654,1,greek-literature
1606,31417,1,uf
1607,27684,1,short-story-collections
1608,20279,1,modern
1609,15698,1,international
1610,23993,1,popular-fiction
1611,611,1,2004
1612,1629,1,adoption
1613,21581,1,nigéria
1614,22159,1,objectivism
1615,16343,1,jenny-han
1616,15296,1,image-comics
1617,15295,1,image
1618,6235,1,capitalism
1619,14187,1,heartbreaking
1620,29405,1,tearjerker
1621,21209,1,nautical
1622,4901,1,bone
1623,19604,1,me-before-you
1624,16581,1,jojo-moyes
1625,15642,1,inspiring
1626,28603,1,statistics
1627,32234,1,wattpad
1628,15763,1,investment
1629,7606,1,coelho
1630,5656,1,brazilian
1631,10366,1,el-james
1632,29614,1,the-alchemist
1633,2686,1,antarctica
1634,27011,1,seattle
1635,6663,1,cheating
1636,12905,1,geisha
1637,18396,1,lithuania
1638,10516,1,emily-bronte
1639,29010,1,superman
1640,30444,1,time
1641,10444,1,elizabeth-gilbert
1642,15304,1,imagination
1643,21474,1,newbery-winners
1644,2206,1,alzheimers
1645,23595,1,picture
1646,6931,1,children-s-picture-books
1647,11513,1,favorite-children-s-books
1648,29853,1,the-host
1649,4844,1,bob-ong
1650,9199,1,decision-making
1651,9288,1,dennis-lehane
1652,15513,1,indonesian
1653,19258,1,mario-puzo
1654,5891,1,buffy
1655,19459,1,matilda
1656,22401,1,one-piece
1657,1619,1,adolescence
1658,16245,1,jay-asher
1659,177,1,1-star
1660,26594,1,sarah-addison-allen
1661,12161,1,folklore
1662,23877,1,poland
1663,27188,1,serial-killers
1664,25033,1,read-as-a-child
1665,9580,1,disney
1666,11594,1,favourİtes
1667,2445,1,ancient-rome
1668,26221,1,rome
1669,8617,1,cryptography
1670,28904,1,success
1671,27752,1,sierra-leone
1672,7213,1,christie
1673,2557,1,animal-human-bond
1674,29905,1,the-league
1675,20172,1,miss-marple
1676,31741,1,vampire-romance
1677,5630,1,bram-stoker
1678,30408,1,théâtre
1679,27870,1,skepticism
1680,33138,1,young-adults
1681,3271,1,assigned-reading
1682,31140,1,translation
1683,1265,1,9th-grade
1684,25726,1,renaissance
1685,13110,1,german-occupation
1686,6583,1,channel-islands
1687,7487,1,claudia-gray
1688,26211,1,romanticism
1689,24407,1,professional
1690,10886,1,essay
1691,16125,1,james-potter
1692,24646,1,pulp
1693,11146,1,fairy-tail
1694,34247,1,Ｃhildrens
1695,17041,1,kerrelyn-sparks
1696,29718,1,the-clique
1697,12252,1,food-writing
1698,24908,1,rape
1699,14693,1,holes
1700,888,1,2017-read
1701,19373,1,marxism
1702,27901,1,skulduggery-pleasant
1703,30314,1,thomas-hardy
1704,25971,1,rizzoli-isles
1705,26884,1,sciencefiction
1706,6891,1,children-s-book
1707,13873,1,halloween
1708,6189,1,canadian-lit
1709,32806,1,world-war-1
1710,18262,1,lisa-jackson
1711,6419,1,catherine-coulter
1712,27562,1,shelly-laurenston
1713,8428,1,cozy-mysteries
1714,16440,1,joanne-fluke
1715,1441,1,abc-books
1716,13145,1,ghost-stories
1717,27499,1,shayla-black
1718,21297,1,negotiation
1719,1762,1,african-american-literature
1720,21888,1,norwegian
1721,11141,1,fairy
1722,33311,1,Ýa-fiction
1723,31521,1,unicorns
1724,12024,1,first-day-of-school
1725,32169,1,warhammer-40k
1726,10397,1,elementary
1727,18645,1,love-at-stake
1728,5161,1,books-from-my-childhood
1729,6836,1,childhood-faves
1730,6596,1,chapter-book
1731,24313,1,princess-diaries
1732,11055,1,experimental
1733,25156,1,read-in-8th-grade
1734,8452,1,crank
1735,32166,1,warhammer
1736,14882,1,horus-heresy
1737,5606,1,brain
1738,23926,1,political-theory
1739,10711,1,environmental
1740,21011,1,myth
1741,31248,1,trudi-canavan
1742,12640,1,fruits-basket
1743,7743,1,comic-book
1744,13597,1,graphicnovels
1745,1934,1,alan-moore
1746,7858,1,comix
1747,8778,1,còmic
1748,23920,1,political-philosophy
1749,21887,1,norway
1750,17457,1,kristin-cashore
1751,16216,1,japanese-internment
1752,12451,1,francais
1753,11061,1,exploration
1754,16597,1,jonathan-kellerman
1755,16333,1,jennifer-estep
1756,3906,1,barbara-kingsolver
1757,2568,1,animal-rights
1758,26604,1,sarah-maclean
1759,13272,1,glbtq
1760,10053,1,dysfunctional-families
1761,32439,1,wicca
1762,10916,1,ethics
1763,4576,1,bioethics
1764,22533,1,orwell
1765,13361,1,gonzo
1766,22870,1,pagan
1767,20519,1,motivation
1768,2389,1,amy-tan
1769,17119,1,kidnapping
1770,27962,1,smile
1771,12781,1,gail-carriger
1772,6696,1,cherise-sinclair
1773,19760,1,memory
1774,2648,1,anne-frank
1775,28482,1,spy-thriller
1776,13514,1,grammar
1777,24329,1,printz-award
1778,28167,1,soul-screamers
1779,7981,1,congo
1780,13355,1,gone-series
1781,4690,1,black-butler
1782,2469,1,andrea-cremer
1783,23349,1,personal-library
1784,9258,1,demigods
1785,19434,1,matched-series
1786,1773,1,african-lit
1787,9429,1,diaries
1788,22995,1,paranormalcy
1789,33478,1,احمد-مراد
1790,15436,1,incest
1791,31265,1,true-story
1792,29205,1,taboo
1793,22120,1,nyrb
1794,18130,1,life
1795,22904,1,palestine
1796,18151,1,life-lessons
1797,15083,1,hunger-games-series
1798,6692,1,chemistry
1799,29064,1,susan-mallery
1800,17038,1,keri-arthur
1801,3596,1,auto-biography
1802,16524,1,john-irving
1803,10349,1,egyptian-mythology
1804,27405,1,sf-masterworks
1805,25816,1,revenge
1806,9796,1,dostoyevsky
1807,24348,1,prison
1808,8774,1,czech-literature
1809,15473,1,indian-literature
1810,8916,1,daphne-du-maurier
1811,3232,1,asian-literature
1812,12822,1,gangs
1813,12479,1,frank-herbert
1814,26409,1,rwanda
1815,6274,1,caribbean
1816,30368,1,thriller-horror
1817,23280,1,perfect-chemistry
1818,27800,1,simone-elkeles
1819,21547,1,nietzsche
1820,21265,1,need
1821,19623,1,media
1822,29806,1,the-giver
1823,4317,1,best-books-ever
1824,29264,1,tana-french
1825,34249,1,Ｍａｎｇａ
1826,21328,1,nephilim
1827,2411,1,anarchism
1828,11247,1,family-saga
1829,10917,1,ethiopia
1830,16275,1,jeaniene‎-frost
1831,33477,1,احمد-خالد-توفيق
1832,12832,1,gardening
1833,3400,1,audrey-niffenegger
1834,6732,1,chicago
1835,3027,1,art-history
1836,17374,1,knitting
1837,12068,1,fitness
1838,4441,1,bibles
1839,31186,1,travel-writing
1840,12107,1,flavia-de-luce
1841,4522,1,bill-bryson
1842,2791,1,appalachian-trail
1843,9375,1,development
1844,6650,1,charlotte-bronte
1845,2297,1,american-girl
1846,11765,1,fiction-classics
1847,10657,1,english-lit
1848,13856,1,haiti
1849,16325,1,jennifer-ashley
1850,2166,1,alt-history
1851,12758,1,gabaldon
1852,31331,1,turkish-literature
1853,23592,1,picoult
1854,2681,1,anorexia
1855,18939,1,maids
1856,28218,1,southern-lit
1857,16935,1,kathryn-stockett
1858,27066,1,segregation
1859,29842,1,the-help
1860,24836,1,racial-discrimination
1861,20196,1,mississippi
1862,450,1,1960s
1863,6999,1,chile
